1  -1.6252000000E+01  -4.2610000000E+00  -4.2610000000E+00  -4.2610000000E+00  -1.5250000000E+00  -1.5250000000E+00  -1.5250000000E+00  -6.2400000000E-01   4.6290000000E+00   4.6290000000E+00   1.8519000000E+01   1.8519000000E+01   1.8519000000E+01   7.0729000000E+01   7.0729000000E+01   1.0476900000E+02   1.0476900000E+02   1.0476900000E+02
2  -1.6247000000E+01  -4.3430000000E+00  -4.2960000000E+00  -4.2960000000E+00  -1.5400000000E+00  -1.4780000000E+00  -1.4780000000E+00  -5.2100000000E-01   4.5760000000E+00   4.6380000000E+00   1.8511000000E+01   1.8511000000E+01   1.8624000000E+01   7.0113000000E+01   7.0523000000E+01   1.0423100000E+02   1.0462700000E+02   1.0462700000E+02
3  -1.6232000000E+01  -4.5650000000E+00  -4.3930000000E+00  -4.3930000000E+00  -1.5810000000E+00  -1.3410000000E+00  -1.3410000000E+00  -2.3800000000E-01   4.4270000000E+00   4.6640000000E+00   1.8490000000E+01   1.8490000000E+01   1.8934000000E+01   6.8322000000E+01   6.9889000000E+01   1.0275700000E+02   1.0420300000E+02   1.0420400000E+02
4  -1.6206000000E+01  -4.8790000000E+00  -4.5370000000E+00  -4.5370000000E+00  -1.6480000000E+00  -1.1310000000E+00  -1.1310000000E+00   1.6900000000E-01   4.2070000000E+00   4.7070000000E+00   1.8452000000E+01   1.8452000000E+01   1.9434000000E+01   6.5517000000E+01   6.8795000000E+01   1.0069900000E+02   1.0350300000E+02   1.0350300000E+02
5  -1.6169000000E+01  -5.2440000000E+00  -4.7110000000E+00  -4.7110000000E+00  -1.7380000000E+00  -8.6500000000E-01  -8.6500000000E-01   6.3600000000E-01   3.9580000000E+00   4.7690000000E+00   1.8397000000E+01   1.8397000000E+01   2.0102000000E+01   6.1930000000E+01   6.7223000000E+01   9.8470000000E+01   1.0253600000E+02   1.0253600000E+02
6  -1.6118000000E+01  -5.6350000000E+00  -4.9010000000E+00  -4.9010000000E+00  -1.8450000000E+00  -5.5700000000E-01  -5.5700000000E-01   1.0830000000E+00   3.7600000000E+00   4.8480000000E+00   1.8322000000E+01   1.8322000000E+01   2.0917000000E+01   5.7820000000E+01   6.5208000000E+01   9.6386000000E+01   1.0131700000E+02   1.0131700000E+02
7  -1.6052000000E+01  -6.0360000000E+00  -5.0970000000E+00  -5.0970000000E+00  -1.9650000000E+00  -2.1600000000E-01  -2.1600000000E-01   1.3790000000E+00   3.7510000000E+00   4.9470000000E+00   1.8224000000E+01   1.8224000000E+01   2.1862000000E+01   5.3434000000E+01   6.2854000000E+01   9.4590000000E+01   9.9871000000E+01   9.9871000000E+01
8  -1.5971000000E+01  -6.4410000000E+00  -5.2940000000E+00  -5.2940000000E+00  -2.0950000000E+00   1.5100000000E-01   1.5100000000E-01   1.3980000000E+00   4.0660000000E+00   5.0650000000E+00   1.8098000000E+01   1.8098000000E+01   2.2920000000E+01   4.8985000000E+01   6.0300000000E+01   9.3070000000E+01   9.8227000000E+01   9.8228000000E+01
9  -1.5872000000E+01  -6.8430000000E+00  -5.4860000000E+00  -5.4860000000E+00  -2.2290000000E+00   5.4100000000E-01   5.4100000000E-01   1.1800000000E+00   4.6740000000E+00   5.2030000000E+00   1.7939000000E+01   1.7939000000E+01   2.4084000000E+01   4.4637000000E+01   5.7679000000E+01   9.1727000000E+01   9.6427000000E+01   9.6427000000E+01
10  -1.5756000000E+01  -7.2420000000E+00  -5.6710000000E+00  -5.6710000000E+00  -2.3630000000E+00   8.4600000000E-01   9.5000000000E-01   9.5000000000E-01   5.3620000000E+00   5.4650000000E+00   1.7739000000E+01   1.7739000000E+01   2.5347000000E+01   4.0503000000E+01   5.5086000000E+01   9.0439000000E+01   9.4518000000E+01   9.4518000000E+01
